place_id,place_name,description,weekend_holiday_price,weekday_price,category,city,rating,alamat,lat,lng,thumbnail_url,maps_url,more_information
33,Monkey Forest Ubud,"Mandala Suci Wenara Wana atau disebut juga Monkey Forest Ubud merupakan sebuah tempat cagar alam dan kompleks candi yang terletak di desa Padangtegal Ubud, Bali. Di tempat ini mempunyai kurang lebih 749 ekor monyet ekor panjang.",60000,60000,Cagar Alam,Gianyar,4,"Jl. Monkey Forest, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571",-8.51937,115.2606,https://storage.googleapis.com/gambara/Balimate/33.%20Monkey%20Forest%20Ubud%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Mandala+Suci+Wenara+Wana,
34,Monumen Bajra Sandhi,Monumen Bajra Sandhi dibangun pada 1987. Monumen mengesankan ini mempunyai nama lain yaitu Monumen Perjuangan Rakyat Bali. Monumen ini menempati area yang sangat luas dengan pepohonan dan tanaman hias  mengelilinginya.,25000,25000,Budaya,Denpasar,4," Jl. Raya Puputan No.142, Panjer, Denpasar Selatan, Kota Denpasar, Bali 80234",-8.67173,115.2339,https://storage.googleapis.com/gambara/Balimate/34.%20Monumen%20Bajra%20Sandhi%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Monumen+Bajra+Sandhi,
35,Desa Wisata Penglipuran,"Desa adat Penglipuran merupakan sebuah komplek pemukiman penduduk yang ramah lingkungan, bangunan-bangunan tertata rapi dibangun di atas luas lahan yang sama, pintu utama (angku-angkul) berbentuk sama dan simetris, suasana perkampungan yang unik dan indah.",25000,25000,Budaya,Bangli,4.5,"Jl. Desa Wisata Penglipuran, Kubu, Kec. Bangli, Kabupaten Bangli, Bali 80611",-8.42225,115.3593,https://storage.googleapis.com/gambara/Balimate/35.%20Desa%20Wisata%20Penglipuran%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Desa+Penglipuran+Tourist+Destination,
36,Pantai Angel's Billabong,"Billabong adalah istilah Australia yang biasanya mengacu pada kolam terpencil yang ditinggalkan setelah aliran sungai berubah. Di sini, ini adalah kolam alami yang tertanam di tebing. Itu diisi dengan air jernih saat air pasang. Dan kolam alami muncul saat air surut.",10000,10000,Pantai,Klungkung,4,"Sakti, Kec. Nusa Penida, Kabupaten Klungkung, Bali",-8.7335,115.449,https://storage.googleapis.com/gambara/Balimate/36.%20Pantai%20Angel's%20Billabong%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Pantai+Angel%27s+Billabong,
37,Pantai Atuh,"Pantai Atuh merupakan pantai kecil yang memiliki keunggulan tidak hanya dalam keindahannya pantai, tapi ada tebing-tebing yang sangat menantang dan indah.",10000,10000,Pantai,Klungkung,4.5,"Br. Pelilit, desa Pejukutan, Kecamatan Nusa Penida, Kabupaten. Klungkung, Bali",-8.77341,115.6218,https://storage.googleapis.com/gambara/Balimate/37.%20Pantai%20Atuh%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Pantai+Atuh,
38,Pantai Blue Lagoon,"Blue Lagoon Beach merupakan salah satu wisata pantai yang eksotis di Karangasem, Bali. Pantai pasir putih dan pesona bawah laut yang menakjubkan yang menarik untuk dijelajahi saat liburan ke Pulau Dewata.",0,0,Pantai,Karangasem,3.5,"Padangbai, Kec. Manggis, Kabupaten Karangasem, Bali 80871",-8.5298,115.5133,https://storage.googleapis.com/gambara/Balimate/38.%20Pantai%20Blue%20Lagoon%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Blue+Lagoon+Karangasem,
39,Pantai Canggu,"Keunikan Pantai Canggu adalah hamparan sawah di seberang pantai. Pantai Canggu memiliki ombak yang cukup tinggi sehingga, ini adalah salah satu tujuan bagi para peselancar lokal maupun asing yang ingin mencoba ombak ini. Pantai ini adalah satu garis dengan Batu Mejan Beach atau Echo Beach.",0,0,Pantai,Badung,4,"Desa Canggu, Kecamatan Kuta Utara, Kabupaten Badung",-8.66099,115.1321,https://storage.googleapis.com/gambara/Balimate/39.%20Pantai%20Canggu%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Pantai+Canggu,
40,Pantai Crystal Bay,Pantai terkenal akan lautnya yang sebening kristal. Airnya sangat bening dan bersih sehingga apa yang ada di dalam terlihat dengan jelas. Kamu bisa mengintip ikan-ikan yang berenang atau bersembunyi di bunga karang.,10000,10000,Pantai,Klungkung,4,"Desa Sakti, Kec. Penida, Kabupaten Klungkung",-8.71516,115.4591,https://storage.googleapis.com/gambara/Balimate/40.%20Pantai%20Crystal%20Bay%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Crystal+Bay+Nusa+Penida,
41,Pantai Diamond,"Diamond Beach memiliki kontur dasar laut  cukup curam, apabila ingin berenang lebih baik memilih tempat sekitar tepi pantai. Daya tarik Diamond Beach juga berasal dari gugusan birunya air laut serta pasir putih yang lembut.",10000,10000,Pantai,Klungkung,5,"Pejukutan, Kec. Nusa Penida, Kabupaten Klungkung, Bali",-8.77513,115.6202,https://storage.googleapis.com/gambara/Balimate/41.%20Pantai%20Diamond%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Pantai+Diamond,
42,Pantai Double Six,Salah satu daya tarik Pantai Double Six yang menjadikan berbeda dengan pantai lainnya adalah adanya pemandangan berupa beberapa bean bag beraneka warna di pinggir pantai. Nama 'Double Six' merupakan nama sebuah diskotik atau klub malam yang tepat berada di seberang pantai. Diskotik tersebut bernama 'Double Six Club (66)'.,0,0,Pantai,Badung,4,"Legian, Jalan Double Six, Kelurahan Seminyak, Kecamatan Kuta, Badung",-8.69754,115.1621,https://storage.googleapis.com/gambara/Balimate/42.%20Pantai%20Double%20Six%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Double+Six+Beach,
43,Pantai Dreamland,Keindahan pantai ini sering di jejerkan dengan Pantai Kuta sehingga banyak orang menyebut Pantai ini adalah The New Kuta Beach.Pantai ini terkenal berkat ombaknya yang besar dan sering menjadi tempat favorit turis lokal dan mancanegara untuk berselancar.,0,0,Pantai,Badung,4,"Jl. Raya Pecatu Bukit Jimbaran Bukit Peninsula, Kuta 80363 Indonesia",-8.79928,115.1177,https://storage.googleapis.com/gambara/Balimate/43.%20Pantai%20Dreamland%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Pantai+Dreamland,
44,Pantai Kelingking,Objek wisata kelingking beach atau secret point merupakan pantai dengan pemandangan laut biru dengan tebing kapur. Nama secret point ini berawal dari kisah wisatawan yang ingin menikmati keindahan secret point namun hanya bisa melihat dari kejauhan.,5000,5000,Pantai,Klungkung,4.5,"Bunga Mekar, Kec. Nusa Penida, Kabupaten Klungkung, Bali",-8.75039,115.4726,https://storage.googleapis.com/gambara/Balimate/44.%20Pantai%20Kelingking%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Pantai+Kelingking,
45,Pantai Kuta,"Pantai Kuta Bali, terletak di sebelah selatan pulau dewata, dengan pemandangan laut samudra Hindia.  Pantai pasir putih ini sangat tekenal dan menjadi andalan pulau Bali, sebagai tempat wisata pantai, sejak tahun 70-an. ",0,0,Pantai,Badung,3.5,"Kec. Kuta, Kabupaten Badung, Bali",-8.71849,115.1686,https://storage.googleapis.com/gambara/Balimate/45.%20Pantai%20Kuta%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Kuta+Beach,
46,Pantai Melasti,Pantai Melasti merupakan pantai yang berada di balik tebing dapat menjadi lokasi terbaik untuk hunting foto dengan banyak pilihan spot menarik. Pemandangan laut dan perbukitan di sekitarnya akan membuat wisatawan betah untuk berlama-lama di pantai ini.,8000,8000,Pantai,Badung,4.5,"Jl. Melasti Ungasan, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80361",-8.84774,115.1607,https://storage.googleapis.com/gambara/Balimate/46.%20Pantai%20Melasti%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Pantai+Melasti+Ungasan,
47,Pantai Nusa Dua,Pantai Nusa Dua terkenal sebagai pantai terbersih diantara pantai lainnya. Wisata dengan pasir pantai yang berwarna putih bersih ini dijadikan sebagai destinasi wisata berkelas yang kerap dikunjungi oleh kalangan menengah ke atas.,0,0,Pantai,Badung,4,"Semenanjung Nusa Dua, Nusa Dua 80517 Indonesia",-8.79576,115.2328,https://storage.googleapis.com/gambara/Balimate/47.%20Pantai%20Nusa%20Dua%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Pantai+Nusa+Dua,
48,Pantai Padang Padang,"Lokasi Pantai Padang Padang memang dikelilingi oleh batu karang yang kokoh, sehingga menambah kesan eksotis pada alamnya. Di samping itu, banyaknya batu karang besar membuat Pantai Padang Padang terlihat tersembunyi layaknyaprivate beach.",5000,5000,Pantai,Badung,4,"Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali",-8.81114,115.1038,https://storage.googleapis.com/gambara/Balimate/48.%20Pantai%20Padang%20Padang%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Pantai+Padang+Padang,
49,Pantai Pandawa,"Panorama pantai sangat indah dan menawan. Dengan pasir putih bersih dengan air laut berwarna hijau kebiruan, pantai ini sangat cocok untuk mandi atau berenang ketika ombak pecah di tengah laut. ",8000,8000,Pantai,Badung,4,"Desa Kutuh, Kecamatan Kuta Selatan, Kabupaten Badung",-8.84528,115.1871,https://storage.googleapis.com/gambara/Balimate/49.%20Pantai%20Pandawa%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Pantai+Pandawa,
50,Pantai Pasih Uug,"Broken Beach atau yang lebih dikenal sebagai Pasih Uug oleh warga lokal setempat, merupakan tebing karang setinggi 200 meter yang menjorok ke lautan. Tebing ini terkena abrasi air laut selama berabad-abad, sehingga lubang mirip gua raksasa terbentuk di bagian tengah secara alami.",0,0,Pantai,Klungkung,4.5,"Lembongan, Kec. Nusa Penida, Kabupaten Klungkung, Bali",-8.73279,115.4508,https://storage.googleapis.com/gambara/Balimate/50.%20Pantai%20Pasih%20Uug%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Broken+Beach,
51,Pantai Pasir Putih,"Salah satu pantai terbaik di Bali timur dan sangat sering di sebutkan dalam buku panduan wisata perjalanan luar negeri. Pasir di pantai ini warnanya tidak benar-benar putih, lebih condong berwarna kuning, dan sedikit bercampur dengan pasir hitam, tapi di kenal dengan sebutan pantai pasir putih.",0,0,Pantai,Karangasem,4,"Sengkidu, Kec. Manggis, Kabupaten Karangasem, Bali 80813",-8.4982,115.6119,https://storage.googleapis.com/gambara/Balimate/51.%20Pantai%20Pasir%20Putih%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Pasir+Putih+Karangasem,https://www.rentalmobilbali.net/harga-tiket-masuk-virgin-beach-karangasem/
52,Pura Puseh Batuan,"Keberadaanya memiliki daya tarik tersendiri bagi para wisatawan, terutama latar belakang atau sejarah berdirinya pura Puseh Batuan ini. Yang cukup menarik adalah pura Puseh batuan merupakan pura Puseh tertua di Bali, terletak di dusun Tengah, desa Batuan, Kec. Sukawati, Kab. Gianyar.",10000,10000,Religius,Gianyar,4,"Jl. Raya Batuan, Batuan, Kec. Sukawati, Kabupaten Gianyar, Bali 80582",-8.58187,115.276,https://storage.googleapis.com/gambara/Balimate/52.%20Pura%20Puseh%20Batuan%20(1).jpeg,https://www.google.com/maps/search/?api=1&query=Pura+Puseh+Batuan,https://atourin.com/destination/gianyar/pura-puseh-desa-batuan
53,Pantai Sanur,"Pantai Sanur merupakan destinasi andalan wisatawan. Dengan kebersihannya yang selalu terjaga, adanya fasilitas jalan setapa untuk jalan kaki dan bersepeda serta karena ombak lautnya yang tenang dan dangkal pantai ini menjadi jujukan untuk anak anak berenang.",0,0,Pantai,Denpasar,4,"Jalan Kusuma Sari No. 1, Sanur, Denpasar Selatan, Kota Denpasar Bali",-8.70718,115.2626,https://storage.googleapis.com/gambara/Balimate/53.%20Pantai%20Sanur%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Pantai+Sanur,
54,Pantai Seminyak,"Tempat wisata unggulan di kawasan Seminyak adalah pesona alam pantai pasir putih yang terbentang indah dari Utara ke Selatan menghadap ke arah Barat, sehingga objek wisata pantai Seminyak Bali ini sangat ideal sekali untuk menyaksikan keindahan sunset.",0,0,Pantai,Badung,4.5,"Seminyak, Kec. Kuta, Kabupaten Badung, Bali",-8.69201,115.1579,https://storage.googleapis.com/gambara/Balimate/54.%20Pantai%20Seminyak%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Pantai+Seminyak,
55,Pantai Waterblow,"Water Blow Nusa Dua memiliki semburan ombak yang sangat kuat karena berhadapan langsung dengan Samudera Hindia. Meski begitu, kondisi ombak tersebut berhasil menjadi daya tarik bagi wisatawan domestik maupun mancanegara.",0,0,Pantai,Badung,4,"Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80363",-8.80386,115.2399,https://storage.googleapis.com/gambara/Balimate/55.%20Pantai%20Waterblow%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Pantai+Waterblow,
56,Pasar Seni Tradisional Ubud,"Pasar Seni Ubud merupakan pasar tradisional yang menawarkan berbagai produk kesenian khas Bali. Di kawasan ini, wisatawan bisa memperoleh ragam kerajinan hingga benda seni yang berkualitas. Harga yang relatif murah menjadi nilai tambah tersendiri.",0,0,Belanja,Gianyar,3.5,"Jl. Raya and Monkey Forest Road, Ubud 80571 Indonesia",-8.50716,115.263,https://storage.googleapis.com/gambara/Balimate/56.%20Pasar%20Seni%20Tradisional%20Ubud%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Pasar+Seni+Tradisional+Ubud,
57,Pura Besakih,"Letak Pura Besakih sengaja dipilih di desa yang dianggap Kompleks Pura Besakih dibangun berdasarkan keseimbangan alam dalam konsep Tri Hita Karana, dimana penataannya disesuaikan berdasarkan arah mata angin agar struktur bangunannya dapat mewakili alam sebagai simbolisme adanya keseimbangan tersebut suci karena letaknya yang tinggi, yang disebut Hulundang Basukih yang kemudian menjadi Desa Besakih. ",30000,30000,Religius,Karangasem,3.5,"Jl. Gunung Mas No.Ds, Besakih, Kec. Rendang, Kabupaten Karangasem, Bali 80863",-8.374,115.4526,https://storage.googleapis.com/gambara/Balimate/57.%20Pura%20Besakih%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Pura+Agung+Besakih,
58,Pura Candi Tebing Gunung Kawi Sebatu,"Candi Gunung Kawi merupakan situs arkeologi berupa candi yang dipahatkan pada dinding batu di tebing Sungai Pakerisan, yang sangat indah dan asri.",30000,30000,Religius,Gianyar,4.5,"Br penaka, Tampaksiring, Kec. Tampaksiring, Kabupaten Gianyar, Bali 80552",-8.42307,115.3123,https://storage.googleapis.com/gambara/Balimate/58.%20Pura%20Candi%20Tebing%20Gunung%20Kawi%20Sebatu%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Pura+Gunung+Kawi+Sebatu,
59,Pura Kehen,"Pura Kehen adalah pura hindu Bali yang juga disebut pura Hyang Api (dewa api) yang dalam bahasa Bali kehen berarti api, memiliki banyak keunikan. Selain letaknya yang strategis, pintu masuk candi tidak menggunakan Candi Bentar seperti candi Kahyangan Jagat pada umumnya.",10000,10000,Religius,Bangli,4.5,"Jl. Sriwijaya No.8, Cempaga, Kec. Bangli, Kabupaten Bangli, Bali 80613",-8.44188,115.3599,https://storage.googleapis.com/gambara/Balimate/59.%20Pura%20Kehen%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Pura+Kehen+Cempaga,
60,Pura Lempuyang,"engan latar belakang panorama Gunung Agung yang memukau, disamping sebagai tempat suci, Pura Sad Kahyangan Lempuyang Luhur memiliki keunikan tersendiri seperti kemurnian alamnya, terutama kawasan hutan cocok menjadi paru-paru Pulau Dewata.",50000,50000,Religius,Karangasem,4,"Jl. Pura Telaga Mas Lempuyang, Tri Buana, Kec. Abang, Kabupaten Karangasem, Bali 80852",-8.39138,115.6307,https://storage.googleapis.com/gambara/Balimate/60.%20Pura%20Lempuyang%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Pura+Penataran+Agung+Lempuyang,
61,Pura Luhur Batukaru,"Pura Luhur Batukaru adalah sebuah pura yang terletak di lereng Gunung Batukaru, Bali. Nama pura ini diambil dari nama Gunung Batukaru, tempat lokasinya berada. Pura ini merupakan salah satu pura Sad Kahyangan (tempat pemujaan seluruh umat Hindu). Destinasi wisata ini berada di ketinggian sekitar 833 mdpl. Dikelilingi hutan lebat, membuat lingkungan pura ini berhawa sejuk dan segar khas udara pegunungan.",15000,15000,Religius,Tabanan,4.5,"Jl. Penatahan - Wongayagede, Wongaya Gede, Kec. Penebel, Kabupaten Tabanan, Bali 85125",-8.37201,115.1026,https://storage.googleapis.com/gambara/Balimate/61.%20Pura%20Luhur%20Batukaru%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Pura+Luhur+Batukaru,
62,Pura Saraswati,"Pura Saraswati merupakan pura yang didirikan untuk pemujaan Dewi ilmu Pengetahuan, Dewi Saraswati. Dibangun oleh I Gusti Nyoman Lempad, seniman terkenal Ubud,  pura ini berlokasi di Gianyar. Keunikan Pura Taman Saraswati di antara pura Bali lainnya adalah adanya kolam teratai. Teratai yang mekar di kolam yang mengelilinginya membuat objek wisata ini begitu megah. ",0,0,Religius,Gianyar,4,"Jl. Kajeng, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571",-8.50574,115.2616,https://storage.googleapis.com/gambara/Balimate/62.%20Pura%20Saraswati%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Saraswati+Temple,
63,Pura Taman Ayun,Pura Taman Ayun di susun dengan konsep taman tradisional Bali yang dikelilingi sungai buatan dengan berbagai jenis tumbuhan langka khas Bali. Keindahan bentang alam ditambah dengan bangunan suci Meru tumpang SOLAS (bangunan beratap ijuk sebagai material sedangkan meru paling bergengsi berisi 11 tingkatan). Meru melambangkan stana yang diyakini sebagai tempat suci para Dewa.,15000,15000,Religius,Badung,4,"Jl. Ayodya No.10, Mengwi, Kec. Mengwi, Kabupaten Badung, Bali 80351",-8.54163,115.1726,https://storage.googleapis.com/gambara/Balimate/63.%20Pura%20Taman%20Ayun%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Pura+Taman+Ayun,
64,Pura Tanah Lot,Tanah Lot salah satu pura penting bagi umat Hindu Bali dan lokasi pura terletak di atas batu besar yang berada di lepas pantai. Pura Tanah Lot merupakan ikon pariwisata pulau Bali.,15000,15000,Pantai,Tabanan,4,"Beraban, Kec. Kediri, Kabupaten Tabanan, Bali 82121",-8.62121,115.0868,https://storage.googleapis.com/gambara/Balimate/64.%20Pura%20Tanah%20Lot%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Tanah+Lot+Temple,
65,Pura Tirta Empul,"Tirta Empul adalah nama sebuah pura Hindu yang terletak di desa Manukaya, kecamatan Tampak Siring, kabupaten Gianyar Bali. Keunikan arsitektur dan adanya mata air pada area dalam pura, membuat pura Tirta Empul menarik banyak kunjungan wisatawan. ",30000,30000,Religius,Gianyar,4.5,"Jl. Tirta, Manukaya, Kec. Tampaksiring, Kabupaten Gianyar, Bali 80552",-8.41566,115.3153,https://storage.googleapis.com/gambara/Balimate/65.%20Pura%20Tirta%20Empul%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Pura+Tirta+Empul,
66,Pura Uluwatu,Pura yang terletak di ujung barat daya pulau Bali di atas anjungan batu karang yang terjal dan tinggi serta menjorok ke laut ini merupakan Pura Sad Kayangan yang dipercaya oleh orang Hindu sebagai penyangga dari 9 mata angin.,50000,50000,Religius,Badung,4,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",-8.82914,115.0849,https://storage.googleapis.com/gambara/Balimate/66.%20Pura%20Uluwatu%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Pura+Uluwatu,
67,Pusat Kesenian Ukir Desa Mas,"Sebagai pusat pusat seni ukir patung kayu di pulau bali, sehingga tidak mengherankan di sepanjang jalan desa Mas Ubud terdapat banyak art-shop (toko seni) yang menjual berbagai hasil kerajinan seni ukir dan seni patung tersebut. sehingga desa Mas ini sudah begitu populer sebagai pengrajin seni patung khas Bali.",0,0,Belanja,Gianyar,4,"Desa Mas, Ubud, Kabupaten Gianyar, Bali.",-8.55199,115.2724,https://storage.googleapis.com/gambara/Balimate/67.%20Pusat%20Kesenian%20Ukir%20Desa%20Mas%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Karya+Mas+Wood+Carver,
68,Watersport Tanjung Benoa Bali,"Tanjung Benoa, nama sebuah desa di kaki pulau Bali. Nama ini sudah tidak asing lagi di telinga para wisatawan yang hobi akan tantangan watersport. Berada di daerah Nusa Dua, Tanjung Benoa Bali merupakan tempat wisata air yang menyajikan beberapa permainan yang menguji nyali dan adrenalin.",0,0,Alam,Badung,3.5,"Jl. Segara Lor No.15, Tj. Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361",-8.75567,115.219,https://storage.googleapis.com/gambara/Balimate/68.%20Watersport%20Tanjung%20Benoa%20Bali%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Watersport+Tanjung+Benoa+Club+Bali,
69,Tari Barong dan Keris,"Tari Barong adalah tarian khas Bali yang menggambarkan pertarungan antara kebajikan (dharma) dan kebatilan (adharma). Wujud kebajikan dilakonkan oleh Barong sementara wujud kebatilan dimainkan oleh Rangda, yaitu sosok yang menyeramkan dengan dua taring runcing di mulutnya. ",100000,100000,Budaya,Gianyar,3.5,"Jl. Raya Batubulan No.295X, Batubulan, Kec. Sukawati, Kabupaten Gianyar, Bali 80582",-8.60988,115.2533,https://storage.googleapis.com/gambara/Balimate/69.%20Tari%20Barong%20dan%20Keris%20(1).png,https://www.google.com/maps/search/?api=1&query=Tari+Barong+dan+Keris+Batubulan,
70,Kecak and Fire Dance,"Tari Kecak Bali Adalah Salah Satu Tarian Unik Dari Bali. Tari Kecak ini awalnya berasal dari sebuah ritual sanghyang, yaitu sebuah tradisi tarian yang penarinya akan berada pada kondisi tidak sadar, dan kemudian sang penari akan melakukan komunikasi dengan roh para leluhur.",150000,150000,Budaya,Badung,4,"Kawasan parkir Pura Uluwatu, Jl. Uluwatu, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361",-8.83057,115.0854,https://storage.googleapis.com/gambara/Balimate/70.%20Kecak%20and%20Fire%20Dance%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Kecak+Uluwatu,
71,Teras Sawah Tegalalang,"Uniknya Tegallalang Rice Terrace di Bali ini, adalah masih menggunakan sistem irigasi tradisional bernama Subak. Tidak tanggung-tanggung, pada tahun 2012 Subak mendapatkan penghargaan dari United Nations Educational, Scientific and Cultural Organization (UNESCO). Yaitu sebagai warisan budaya dunia.",10000,10000,Agrowisata,Gianyar,4,"Jl. Raya Tegallalang, Tegallalang, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561",-8.43171,115.2793,https://storage.googleapis.com/gambara/Balimate/71.%20Teras%20Sawah%20Tegalalang%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Teras+Sawah+Tegalalang,
72,Tirta Gangga,"Ada tiga hal utama yang ada di taman Tirta Gangga Karangasem, kebun, kolam air dan patung. Lokasi dari taman Tirta Gangga Karangasem, berada di tengah areal persawahan dan air yang ada di taman ini berasal dari mata air Rejasa. Taman ini masih milik kerajaan Karangasem.",25000,25000,Religius,Karangasem,4.5,"Jalan Raya Abang Desa Adat, Ababi, Kec. Abang, Kabupaten Karangasem, Bali 80852",-8.41235,115.5873,https://storage.googleapis.com/gambara/Balimate/72.%20Tirta%20Gangga%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Tirta+Gangga,
73,Waterbom Bali,"Waterbom merupakan sebuah oase di jantung kawasan wisata yang ramai dan merupakan taman air paling populer di Bali.Memiliki berbagai wahana seru juga ramah-anak, taman ini pasti akan dinikmati semua orang.",289000,289000,Rekreasi,Badung,4.5,"Jl. Kartika Plaza, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361",-8.72858,115.1693,https://storage.googleapis.com/gambara/Balimate/73.%20Waterbom%20Bali%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Waterbom+Bali,
74,Alas Harum Agro Tourism,Alas Harum Bali merupakan destinasi wisata yang berlatarkan pemandangan alam terbuka nan hijau. Suasana di Alas Harum begitu nyaman dan tenang.,10000,10000,Agrowisata,Gianyar,4,"Jl. Raya Tegallalang, Tegallalang, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561",-8.43989,115.2806,https://storage.googleapis.com/gambara/Balimate/74.%20Alas%20Harum%20Agro%20Tourism%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Alas+Harum+Agro+Tourism,
75,Wisata Agro Teba Sari Bali,"Dalam kawasan Wisata Agro Teba Sari Bali, pengunjung yang datang dapat menikmati pemandangan perkebunan kopi, dan peternakan hewan luwak serta teknik pertanian modern sambil berekreasi dan menikmati makan siang di restoran. ",0,0,Agrowisata,Gianyar,4,"Jl. Tegal Utu, Lodtunduh, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571",-8.5474,115.2574,https://storage.googleapis.com/gambara/Balimate/75.%20Wisata%20Agro%20Teba%20Sari%20Bali%20(1).jpg,https://www.google.com/maps/search/?api=1&query=Teba+Sari+Bali+Agrotourism+Lodtunduh,
