place_id,place_name,description,category,city,rating,alamat,tags
26,Istana Air Taman Ujung,"Tahun 1963, Taman Ujung di Kabupaten Karangasem, Bali pernah hancur lantaran letusan Gunung Agung. Sempat terbengkalai, sampai akhirnya tahun 2003 wisatawan dapat menikmati kembali keindahan Taman Ujung. Taman Ujung merupakan taman peristirahatan yang dibangun pada 1909 di bawah pemerintahan Raja Karangasem.",Religius,Karangasem,4.5,"Taman Ujung, Br. Dinas, Tumbu, Kec. Karangasem, Kabupaten Karangasem, Bali 80811",tahun 1963 taman ujung kabupaten karangasem bal pernah hancur lantar letus gunung agung sempat bengkalai akhir tahun 2003 wisatawan nikmat indah taman ujung taman ujung rupa taman istirahat bangun 1909 bawah perintah raja karangasem religiuskarangasem
27,Istana Puri Saren,Puri Ubud atau biasa disebut Puri Saren Agung adalah tempat tinggal dari Raja Ubud (Tjokorde Gede Agung Sukawati). Wisata ini menawarkan keindahan pura serta setiap malam diadakan pentas kesenian tari seperti tari Barong Ubud.,Religius,Gianyar,3.5,"Jl. Raya Ubud No.8, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571",puri ubud biasa sebut puri saren agung tempat tinggal raja ubud tjokorde gede agung sukawati wisata tawar indah pura tiap malam pentas seni tari tari barong ubud religiusgianyar
28,Jatiluwih Green Land,"Nominasi untuk penunjukan sebagai situs Warisan Dunia UNESCO, Jatiluwih menawarkan pemandangan indah sawah irigasi berkontur menggunakan sistem air komunal mengesankan dikembangkan oleh petani Bali.",Agrowisata,Tabanan,4.5,"Jl. Jatiluwih Kawan No.Desa, Jatiluwih, Kec. Penebel, Kabupaten Tabanan, Bali 82152",nominasi tunjuk bagai situs waris dunia unesco jatiluwih tawar pandang indah sawah irigasi kontur sistem air komunal kesan kembang tani bal agrowisatatabanan
29,Pantai Jimbaran,"Pantai Jimbaran Bali adalah salah satu pantai pasir putih di pulau Bali yang sangat terkenal. Tekstur pasirnya halus dan berwarna putih ke kuning-kuningan. Selain itu, banyak resort dan villa mewah berada dekat dengan garis pantai. Pantai Jimbaran juga menjadi salah satu incaran bagi para pelancong yang senang berburu sunset. Pemandangan laut saat matahari terbenam di tempat ini sangat indah dan sayang untuk dilewatkan. Pemandangan dan suasana pantai dapat dinikmati hingga malam hari. Jika lelah, ada banyak penginapan di sekitar pantai untuk beristirahat.",Pantai,Badung,4.0,"Kecamatan Kuta selatan, kabupaten Badung, Provinsi Bali",pantai jimbaran bal salah satu pantai pasir putih pulau bal sangat kenal tekstur pasir halus warna putih kuning-kuningan itu banyak resort villa mewah dekat garis pantai pantai jimbaran jadi salah satu incar para lancong senang buru sunset pandang laut matahari benam tempat sangat indah sayang lewat pandang suasana pantai nikmat hingga malam hari lelah banyak inap sekitar pantai istirahat pantaibadung
30,Pabrik Kata-Kata Joger,"Bali Joger terkenal di kalangan wisatawan sebagai tempat membeli oleh - oleh khas Pulau Bali. Selain keunikan kata -  kata, produk Joger asli hanya dapat dibeli di toko Joger yang hanya ada di Pulau Bali.",Belanja,Badung,4.0,"Jl. Raya Kuta, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361",bal joger kenal kalang wisatawan bagai tempat beli - khas pulau bal uni kata - kata produk joger asli dapat beli toko joger hanya di pulau bal belanjabadung
31,Kintamani Highland,Kintamani merupakan salah satu kawasan wisata sangat terkenal di kabupaten Bangli. Merupakan daerah pegunungan sehingga menawarkan lokasi wisata yang memiliki hawa atau udara yang sejuk.,Alam,Bangli,4.0,"Jl. Raya Penelokan, Batur, Bangli, Kintamani 80518 Indonesia",kintamani rupa salah satu kawasan wisata sangat kenal kabupaten bangli rupa daerah gunung tawar lokasi wisata milik hawa udara sejuk alambangli
32,Krisna Oleh Oleh,"Toko yang menawarkan berbagai produk ciri khas Bali yang menarik berupa beranekaragam bentuk design T-Shirt kartun tentang Bali yang diproduksi sendiri, unik, lucu dan menarik yang tidak ada ditempat lain. Selain itu di Krisna juga terdapat cemilan, kerajinan tangan, bed cover, pernak pernik, tas kreasi, perak, lukisan, seni pahat, anyaman dan masih banyak produk-produk hasil karya para pengrajin Bali yang tidak kalah bagusnya.",Belanja,Buleleng,4.0,"Jl. Seririt- Singaraja, Temukus, Kec. Banjar, Kabupaten Buleleng, Bali 81152",toko tawar bagai produk ciri khas bal tarik upa beranekaragam bentuk design t-shirt kartun bal produksi sendiri unik lucu tarik tidak tempat selain di krisna dapat cemilan rajin tangan bed cover pernak pernik tas kreasi perak lukis seni pahat anyam masih banyak produk hasil karya rajin bal tidak kalah bagus belanjabuleleng
33,Monkey Forest Ubud,"Mandala Suci Wenara Wana atau disebut juga Monkey Forest Ubud merupakan sebuah tempat cagar alam dan kompleks candi yang terletak di desa Padangtegal Ubud, Bali. Di tempat ini mempunyai kurang lebih 749 ekor monyet ekor panjang.",Cagar Alam,Gianyar,4.0,"Jl. Monkey Forest, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571",mandala suci wenara wana sebut monkey forest ubud rupa buah tempat cagar alam kompleks candi letak desa padangtegal ubud bal tempat punya kurang lebih 749 ekor monyet ekor panjang cagar alamgianyar
34,Monumen Bajra Sandhi,Monumen Bajra Sandhi dibangun pada 1987. Monumen mengesankan ini mempunyai nama lain yaitu Monumen Perjuangan Rakyat Bali. Monumen ini menempati area yang sangat luas dengan pepohonan dan tanaman hias  mengelilinginya.,Budaya,Denpasar,4.0," Jl. Raya Puputan No.142, Panjer, Denpasar Selatan, Kota Denpasar, Bali 80234",monumen bajra sandhi bangun 1987 monumen kesan punya nama yaitu monumen juang rakyat bal monumen tempat area sangat luas pohon tanam hias keliling budayadenpasar
35,Desa Wisata Penglipuran,"Desa adat Penglipuran merupakan sebuah komplek pemukiman penduduk yang ramah lingkungan, bangunan-bangunan tertata rapi dibangun di atas luas lahan yang sama, pintu utama (angku-angkul) berbentuk sama dan simetris, suasana perkampungan yang unik dan indah.",Budaya,Bangli,4.5,"Jl. Desa Wisata Penglipuran, Kubu, Kec. Bangli, Kabupaten Bangli, Bali 80611",desa adat lipur rupa buah komplek mukim duduk ramah lingkung bangun tata rapi bangun atas luas lahan sama pintu utama angku-angkul bentuk sama simetris suasana kampung unik indah budayabangli
36,Pantai Angel's Billabong,"Billabong adalah istilah Australia yang biasanya mengacu pada kolam terpencil yang ditinggalkan setelah aliran sungai berubah. Di sini, ini adalah kolam alami yang tertanam di tebing. Itu diisi dengan air jernih saat air pasang. Dan kolam alami muncul saat air surut.",Pantai,Klungkung,4.0,"Sakti, Kec. Nusa Penida, Kabupaten Klungkung, Bali",billabong istilah australia biasa acu kolam pencil tinggal alir sungai ubah sini adalah kolam alami tanam tebing isi air jernih air pasang kolam alami muncul air surut pantaiklungkung
37,Pantai Atuh,"Pantai Atuh merupakan pantai kecil yang memiliki keunggulan tidak hanya dalam keindahannya pantai, tapi ada tebing-tebing yang sangat menantang dan indah.",Pantai,Klungkung,4.5,"Br. Pelilit, desa Pejukutan, Kecamatan Nusa Penida, Kabupaten. Klungkung, Bali",pantai atuh rupa pantai kecil milik unggul hanya indah pantai ada tebing sangat tantang indah pantaiklungkung
38,Pantai Blue Lagoon,"Blue Lagoon Beach merupakan salah satu wisata pantai yang eksotis di Karangasem, Bali. Pantai pasir putih dan pesona bawah laut yang menakjubkan yang menarik untuk dijelajahi saat liburan ke Pulau Dewata.",Pantai,Karangasem,3.5,"Padangbai, Kec. Manggis, Kabupaten Karangasem, Bali 80871",blue lagoon beach rupa salah satu wisata pantai eksotis karangasem bal pantai pasir putih pesona bawah laut takjub tarik jajah libur pulau dewata pantaikarangasem
39,Pantai Canggu,"Keunikan Pantai Canggu adalah hamparan sawah di seberang pantai. Pantai Canggu memiliki ombak yang cukup tinggi sehingga, ini adalah salah satu tujuan bagi para peselancar lokal maupun asing yang ingin mencoba ombak ini. Pantai ini adalah satu garis dengan Batu Mejan Beach atau Echo Beach.",Pantai,Badung,4.0,"Desa Canggu, Kecamatan Kuta Utara, Kabupaten Badung",uni pantai canggu hampar sawah seberang pantai pantai canggu milik ombak cukup tinggi salah satu tuju para selancar lokal maupun asing ingin coba ombak pantai ini adalah satu garis batu mejan beach echo beach pantaibadung
40,Pantai Crystal Bay,Pantai terkenal akan lautnya yang sebening kristal. Airnya sangat bening dan bersih sehingga apa yang ada di dalam terlihat dengan jelas. Kamu bisa mengintip ikan-ikan yang berenang atau bersembunyi di bunga karang.,Pantai,Klungkung,4.0,"Desa Sakti, Kec. Penida, Kabupaten Klungkung",pantai kenal laut bening kristal air sangat bening bersih apa ada dalam lihat jelas kamu intip ikan renang sembunyi bunga karang pantaiklungkung
41,Pantai Diamond,"Diamond Beach memiliki kontur dasar laut  cukup curam, apabila ingin berenang lebih baik memilih tempat sekitar tepi pantai. Daya tarik Diamond Beach juga berasal dari gugusan birunya air laut serta pasir putih yang lembut.",Pantai,Klungkung,5.0,"Pejukutan, Kec. Nusa Penida, Kabupaten Klungkung, Bali",diamond beach milik kontur dasar laut cukup curam apabila renang lebih baik pilih tempat tepi pantai daya tarik diamond beach asal gugus biru air laut pasir putih lembut pantaiklungkung
42,Pantai Double Six,Salah satu daya tarik Pantai Double Six yang menjadikan berbeda dengan pantai lainnya adalah adanya pemandangan berupa beberapa bean bag beraneka warna di pinggir pantai. Nama 'Double Six' merupakan nama sebuah diskotik atau klub malam yang tepat berada di seberang pantai. Diskotik tersebut bernama 'Double Six Club (66)'.,Pantai,Badung,4.0,"Legian, Jalan Double Six, Kelurahan Seminyak, Kecamatan Kuta, Badung",salah satu daya tarik pantai double six jadi beda pantai adalah pandang upa beberapa bean bag aneka warna pinggir pantai nama double six rupa nama buah diskotik klub malam tepat di seberang pantai diskotik sebut nama double six club 66 pantaibadung
43,Pantai Dreamland,Keindahan pantai ini sering di jejerkan dengan Pantai Kuta sehingga banyak orang menyebut Pantai ini adalah The New Kuta Beach.Pantai ini terkenal berkat ombaknya yang besar dan sering menjadi tempat favorit turis lokal dan mancanegara untuk berselancar.,Pantai,Badung,4.0,"Jl. Raya Pecatu Bukit Jimbaran Bukit Peninsula, Kuta 80363 Indonesia",indah pantai sering jejer pantai kuta banyak orang sebut pantai adalah the new kuta beach pantai kenal berkat ombak besar sering jadi tempat favorit turis lokal mancanegara selancar pantaibadung
44,Pantai Kelingking,Objek wisata kelingking beach atau secret point merupakan pantai dengan pemandangan laut biru dengan tebing kapur. Nama secret point ini berawal dari kisah wisatawan yang ingin menikmati keindahan secret point namun hanya bisa melihat dari kejauhan.,Pantai,Klungkung,4.5,"Bunga Mekar, Kec. Nusa Penida, Kabupaten Klungkung, Bali",objek wisata kelingking beach secret point rupa pantai pandang laut biru tebing kapur nama secret point awal kisah wisatawan ingin nikmat indah secret point hanya lihat jauh pantaiklungkung
45,Pantai Kuta,"Pantai Kuta Bali, terletak di sebelah selatan pulau dewata, dengan pemandangan laut samudra Hindia.  Pantai pasir putih ini sangat tekenal dan menjadi andalan pulau Bali, sebagai tempat wisata pantai, sejak tahun 70-an. ",Pantai,Badung,3.5,"Kec. Kuta, Kabupaten Badung, Bali",pantai kuta bal letak belah selatan pulau dewata pandang laut samudra hindia pantai pasir putih sangat tekenal jadi andal pulau bal bagai tempat wisata pantai sejak tahun 70-an pantaibadung
46,Pantai Melasti,Pantai Melasti merupakan pantai yang berada di balik tebing dapat menjadi lokasi terbaik untuk hunting foto dengan banyak pilihan spot menarik. Pemandangan laut dan perbukitan di sekitarnya akan membuat wisatawan betah untuk berlama-lama di pantai ini.,Pantai,Badung,4.5,"Jl. Melasti Ungasan, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80361",pantai melasti rupa pantai ada balik tebing jadi lokasi baik hunting foto banyak pilih spot tarik pandang laut bukit sekitar buat wisatawan betah lama pantai pantaibadung
47,Pantai Nusa Dua,Pantai Nusa Dua terkenal sebagai pantai terbersih diantara pantai lainnya. Wisata dengan pasir pantai yang berwarna putih bersih ini dijadikan sebagai destinasi wisata berkelas yang kerap dikunjungi oleh kalangan menengah ke atas.,Pantai,Badung,4.0,"Semenanjung Nusa Dua, Nusa Dua 80517 Indonesia",pantai nusa kenal bagai pantai bersih pantai wisata pasir pantai warna putih bersih jadi bagai destinasi wisata kelas kerap kunjung kalang tengah atas pantaibadung
48,Pantai Padang Padang,"Lokasi Pantai Padang Padang memang dikelilingi oleh batu karang yang kokoh, sehingga menambah kesan eksotis pada alamnya. Di samping itu, banyaknya batu karang besar membuat Pantai Padang Padang terlihat tersembunyi layaknyaprivate beach.",Pantai,Badung,4.0,"Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali",lokasi pantai padang padang memang keliling batu karang kokoh tambah kesan eksotis alam samping banyak batu karang besar buat pantai padang padang lihat sembunyi layaknyaprivate beach pantaibadung
49,Pantai Pandawa,"Panorama pantai sangat indah dan menawan. Dengan pasir putih bersih dengan air laut berwarna hijau kebiruan, pantai ini sangat cocok untuk mandi atau berenang ketika ombak pecah di tengah laut. ",Pantai,Badung,4.0,"Desa Kutuh, Kecamatan Kuta Selatan, Kabupaten Badung",panorama pantai sangat indah tawan pasir putih bersih air laut warna hijau biru pantai sangat cocok mandi renang ombak pecah tengah laut pantaibadung
50,Pantai Pasih Uug,"Broken Beach atau yang lebih dikenal sebagai Pasih Uug oleh warga lokal setempat, merupakan tebing karang setinggi 200 meter yang menjorok ke lautan. Tebing ini terkena abrasi air laut selama berabad-abad, sehingga lubang mirip gua raksasa terbentuk di bagian tengah secara alami.",Pantai,Klungkung,4.5,"Lembongan, Kec. Nusa Penida, Kabupaten Klungkung, Bali",broken beach lebih kenal bagai pasih uug warga lokal tempat rupa tebing karang setinggi 200 meter yang jorok laut tebing kena abrasi air laut lama abad lubang mirip gua raksasa bentuk bagi tengah cara alami pantaiklungkung
51,Pantai Pasir Putih,"Salah satu pantai terbaik di Bali timur dan sangat sering di sebutkan dalam buku panduan wisata perjalanan luar negeri. Pasir di pantai ini warnanya tidak benar-benar putih, lebih condong berwarna kuning, dan sedikit bercampur dengan pasir hitam, tapi di kenal dengan sebutan pantai pasir putih.",Pantai,Karangasem,4.0,"Sengkidu, Kec. Manggis, Kabupaten Karangasem, Bali 80813",salah satu pantai baik bal timur sangat sering sebut buku pandu wisata jalan luar negeri pasir pantai warna benar putih lebih condong warna kuning sedikit campur pasir hitam di kenal sebut pantai pasir putih pantaikarangasem
52,Pura Puseh Batuan,"Keberadaanya memiliki daya tarik tersendiri bagi para wisatawan, terutama latar belakang atau sejarah berdirinya pura Puseh Batuan ini. Yang cukup menarik adalah pura Puseh batuan merupakan pura Puseh tertua di Bali, terletak di dusun Tengah, desa Batuan, Kec. Sukawati, Kab. Gianyar.",Religius,Gianyar,4.0,"Jl. Raya Batuan, Batuan, Kec. Sukawati, Kabupaten Gianyar, Bali 80582",keberadaanya milik daya tarik sendiri para wisatawan utama latar belakang sejarah diri pura puseh batu yang cukup tarik pura puseh batu rupa pura puseh tua bal letak dusun tengah desa batu kec sukawati kab gianyar religiusgianyar
53,Pantai Sanur,"Pantai Sanur merupakan destinasi andalan wisatawan. Dengan kebersihannya yang selalu terjaga, adanya fasilitas jalan setapa untuk jalan kaki dan bersepeda serta karena ombak lautnya yang tenang dan dangkal pantai ini menjadi jujukan untuk anak anak berenang.",Pantai,Denpasar,4.0,"Jalan Kusuma Sari No. 1, Sanur, Denpasar Selatan, Kota Denpasar Bali",pantai sanur rupa destinasi andal wisatawan bersih selalu jaga fasilitas jalan tapa jalan kaki sepeda karena ombak laut tenang dangkal pantai jadi juju anak anak renang pantaidenpasar
54,Pantai Seminyak,"Tempat wisata unggulan di kawasan Seminyak adalah pesona alam pantai pasir putih yang terbentang indah dari Utara ke Selatan menghadap ke arah Barat, sehingga objek wisata pantai Seminyak Bali ini sangat ideal sekali untuk menyaksikan keindahan sunset.",Pantai,Badung,4.5,"Seminyak, Kec. Kuta, Kabupaten Badung, Bali",tempat wisata unggul kawasan minyak pesona alam pantai pasir putih bentang indah utara selatan hadap arah barat objek wisata pantai minyak bal sangat ideal sekali saksi indah sunset pantaibadung
55,Pantai Waterblow,"Water Blow Nusa Dua memiliki semburan ombak yang sangat kuat karena berhadapan langsung dengan Samudera Hindia. Meski begitu, kondisi ombak tersebut berhasil menjadi daya tarik bagi wisatawan domestik maupun mancanegara.",Pantai,Badung,4.0,"Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80363",water blow nusa milik sembur ombak sangat kuat hadap langsung samudera hindia meski kondisi ombak sebut hasil jadi daya tarik wisatawan domestik maupun mancanegara pantaibadung
56,Pasar Seni Tradisional Ubud,"Pasar Seni Ubud merupakan pasar tradisional yang menawarkan berbagai produk kesenian khas Bali. Di kawasan ini, wisatawan bisa memperoleh ragam kerajinan hingga benda seni yang berkualitas. Harga yang relatif murah menjadi nilai tambah tersendiri.",Belanja,Gianyar,3.5,"Jl. Raya and Monkey Forest Road, Ubud 80571 Indonesia",pasar seni ubud rupa pasar tradisional tawar bagai produk seni khas bal kawasan wisatawan oleh ragam rajin hingga benda seni kualitas harga relatif murah jadi nilai tambah sendiri belanjagianyar
57,Pura Besakih,"Letak Pura Besakih sengaja dipilih di desa yang dianggap Kompleks Pura Besakih dibangun berdasarkan keseimbangan alam dalam konsep Tri Hita Karana, dimana penataannya disesuaikan berdasarkan arah mata angin agar struktur bangunannya dapat mewakili alam sebagai simbolisme adanya keseimbangan tersebut suci karena letaknya yang tinggi, yang disebut Hulundang Basukih yang kemudian menjadi Desa Besakih. ",Religius,Karangasem,3.5,"Jl. Gunung Mas No.Ds, Besakih, Kec. Rendang, Kabupaten Karangasem, Bali 80863",letak pura besakih sengaja pilih desa anggap kompleks pura besakih bangun dasar imbang alam konsep tri hita karana mana tata sesuai dasar arah mata angin struktur bangun wakil alam bagai simbolisme imbang sebut suci letak tinggi sebut hulundang basukih kemudian jadi desa besakih religiuskarangasem
58,Pura Candi Tebing Gunung Kawi Sebatu,"Candi Gunung Kawi merupakan situs arkeologi berupa candi yang dipahatkan pada dinding batu di tebing Sungai Pakerisan, yang sangat indah dan asri.",Religius,Gianyar,4.5,"Br penaka, Tampaksiring, Kec. Tampaksiring, Kabupaten Gianyar, Bali 80552",candi gunung kawi rupa situs arkeologi upa candi pahat dinding batu tebing sungai pakerisan sangat indah asri religiusgianyar
59,Pura Kehen,"Pura Kehen adalah pura hindu Bali yang juga disebut pura Hyang Api (dewa api) yang dalam bahasa Bali kehen berarti api, memiliki banyak keunikan. Selain letaknya yang strategis, pintu masuk candi tidak menggunakan Candi Bentar seperti candi Kahyangan Jagat pada umumnya.",Religius,Bangli,4.5,"Jl. Sriwijaya No.8, Cempaga, Kec. Bangli, Kabupaten Bangli, Bali 80613",pura kehen pura hindu bal juga sebut pura hyang api dewa api dalam bahasa bal kehen arti api milik banyak uni letak strategis pintu masuk candi guna candi bentar candi kahyangan jagat umum religiusbangli
60,Pura Lempuyang,"engan latar belakang panorama Gunung Agung yang memukau, disamping sebagai tempat suci, Pura Sad Kahyangan Lempuyang Luhur memiliki keunikan tersendiri seperti kemurnian alamnya, terutama kawasan hutan cocok menjadi paru-paru Pulau Dewata.",Religius,Karangasem,4.0,"Jl. Pura Telaga Mas Lempuyang, Tri Buana, Kec. Abang, Kabupaten Karangasem, Bali 80852",engan latar belakang panorama gunung agung pukau samping bagai tempat suci pura sad kahyangan lempuyang luhur milik uni sendiri murni alam utama kawasan hutan cocok jadi paru pulau dewata religiuskarangasem
61,Pura Luhur Batukaru,"Pura Luhur Batukaru adalah sebuah pura yang terletak di lereng Gunung Batukaru, Bali. Nama pura ini diambil dari nama Gunung Batukaru, tempat lokasinya berada. Pura ini merupakan salah satu pura Sad Kahyangan (tempat pemujaan seluruh umat Hindu). Destinasi wisata ini berada di ketinggian sekitar 833 mdpl. Dikelilingi hutan lebat, membuat lingkungan pura ini berhawa sejuk dan segar khas udara pegunungan.",Religius,Tabanan,4.5,"Jl. Penatahan - Wongayagede, Wongaya Gede, Kec. Penebel, Kabupaten Tabanan, Bali 85125",pura luhur batukaru buah pura letak lereng gunung batukaru bal nama pura ambil nama gunung batukaru tempat lokasi pura rupa salah satu pura sad kahyangan tempat puja seluruh umat hindu destinasi wisata ada tinggi 833 mdpl keliling hutan lebat buat lingkung pura hawa sejuk segar khas udara gunung religiustabanan
62,Pura Saraswati,"Pura Saraswati merupakan pura yang didirikan untuk pemujaan Dewi ilmu Pengetahuan, Dewi Saraswati. Dibangun oleh I Gusti Nyoman Lempad, seniman terkenal Ubud,  pura ini berlokasi di Gianyar. Keunikan Pura Taman Saraswati di antara pura Bali lainnya adalah adanya kolam teratai. Teratai yang mekar di kolam yang mengelilinginya membuat objek wisata ini begitu megah. ",Religius,Gianyar,4.0,"Jl. Kajeng, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571",pura saraswati rupa pura diri puja dewi ilmu tahu dewi saraswati bangun i gusti nyoman lempad seniman kenal ubud pura lokasi gianyar uni pura taman saraswati antara pura bal adalah kolam teratai teratai mekar kolam keliling buat objek wisata begitu megah religiusgianyar
63,Pura Taman Ayun,Pura Taman Ayun di susun dengan konsep taman tradisional Bali yang dikelilingi sungai buatan dengan berbagai jenis tumbuhan langka khas Bali. Keindahan bentang alam ditambah dengan bangunan suci Meru tumpang SOLAS (bangunan beratap ijuk sebagai material sedangkan meru paling bergengsi berisi 11 tingkatan). Meru melambangkan stana yang diyakini sebagai tempat suci para Dewa.,Religius,Badung,4.0,"Jl. Ayodya No.10, Mengwi, Kec. Mengwi, Kabupaten Badung, Bali 80351",pura taman ayun susun konsep taman tradisional bal keliling sungai buat bagai jenis tumbuh langka khas bal indah bentang alam tambah bangun suci meru tumpang solas bangun atap ijuk bagai material sedang meru paling gengsi isi 11 tingkat meru melambang stana yakin bagai tempat suci dewa religiusbadung
64,Pura Tanah Lot,Tanah Lot salah satu pura penting bagi umat Hindu Bali dan lokasi pura terletak di atas batu besar yang berada di lepas pantai. Pura Tanah Lot merupakan ikon pariwisata pulau Bali.,Pantai,Tabanan,4.0,"Beraban, Kec. Kediri, Kabupaten Tabanan, Bali 82121",tanah lot salah satu pura penting umat hindu bal lokasi pura letak atas batu besar ada lepas pantai pura tanah lot rupa ikon pariwisata pulau bal pantaitabanan
65,Pura Tirta Empul,"Tirta Empul adalah nama sebuah pura Hindu yang terletak di desa Manukaya, kecamatan Tampak Siring, kabupaten Gianyar Bali. Keunikan arsitektur dan adanya mata air pada area dalam pura, membuat pura Tirta Empul menarik banyak kunjungan wisatawan. ",Religius,Gianyar,4.5,"Jl. Tirta, Manukaya, Kec. Tampaksiring, Kabupaten Gianyar, Bali 80552",tirta empul nama buah pura hindu letak desa manukaya camat tampak siring kabupaten gianyar bal uni arsitektur ada mata air area pura buat pura tirta empul tarik banyak kunjung wisatawan religiusgianyar
66,Pura Uluwatu,Pura yang terletak di ujung barat daya pulau Bali di atas anjungan batu karang yang terjal dan tinggi serta menjorok ke laut ini merupakan Pura Sad Kayangan yang dipercaya oleh orang Hindu sebagai penyangga dari 9 mata angin.,Religius,Badung,4.0,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",pura letak ujung barat daya pulau bal atas anjung batu karang terjal tinggi jorok laut rupa pura sad kayangan percaya orang hindu bagai sangga 9 mata angin religiusbadung
67,Pusat Kesenian Ukir Desa Mas,"Sebagai pusat pusat seni ukir patung kayu di pulau bali, sehingga tidak mengherankan di sepanjang jalan desa Mas Ubud terdapat banyak art-shop (toko seni) yang menjual berbagai hasil kerajinan seni ukir dan seni patung tersebut. sehingga desa Mas ini sudah begitu populer sebagai pengrajin seni patung khas Bali.",Belanja,Gianyar,4.0,"Desa Mas, Ubud, Kabupaten Gianyar, Bali.",bagai pusat pusat seni ukir patung kayu pulau bal tidak heran panjang jalan desa mas ubud banyak art-shop toko seni jual bagai hasil rajin seni ukir seni patung sebut desa mas sudah populer bagai rajin seni patung khas bal belanjagianyar
68,Watersport Tanjung Benoa Bali,"Tanjung Benoa, nama sebuah desa di kaki pulau Bali. Nama ini sudah tidak asing lagi di telinga para wisatawan yang hobi akan tantangan watersport. Berada di daerah Nusa Dua, Tanjung Benoa Bali merupakan tempat wisata air yang menyajikan beberapa permainan yang menguji nyali dan adrenalin.",Alam,Badung,3.5,"Jl. Segara Lor No.15, Tj. Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361",tanjung benoa nama buah desa kaki pulau bal nama sudah asing di telinga wisatawan hobi tantang watersport di daerah nusa tanjung benoa bal rupa tempat wisata air saji beberapa main uji nyali adrenalin alambadung
69,Tari Barong dan Keris,"Tari Barong adalah tarian khas Bali yang menggambarkan pertarungan antara kebajikan (dharma) dan kebatilan (adharma). Wujud kebajikan dilakonkan oleh Barong sementara wujud kebatilan dimainkan oleh Rangda, yaitu sosok yang menyeramkan dengan dua taring runcing di mulutnya. ",Budaya,Gianyar,3.5,"Jl. Raya Batubulan No.295X, Batubulan, Kec. Sukawati, Kabupaten Gianyar, Bali 80582",tari barong tari khas bal gambar tarung kebaji dharma batil adharma wujud kebaji lakon barong wujud batil main rangda sosok seram dua taring runcing mulut budayagianyar
70,Kecak and Fire Dance,"Tari Kecak Bali Adalah Salah Satu Tarian Unik Dari Bali. Tari Kecak ini awalnya berasal dari sebuah ritual sanghyang, yaitu sebuah tradisi tarian yang penarinya akan berada pada kondisi tidak sadar, dan kemudian sang penari akan melakukan komunikasi dengan roh para leluhur.",Budaya,Badung,4.0,"Kawasan parkir Pura Uluwatu, Jl. Uluwatu, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361",tari kecak bal salah satu tari unik bal tari kecak awal asal buah ritual sanghyang buah tradisi tari tar ada kondisi sadar kemudian sang tari laku komunikasi roh leluhur budayabadung
71,Teras Sawah Tegalalang,"Uniknya Tegallalang Rice Terrace di Bali ini, adalah masih menggunakan sistem irigasi tradisional bernama Subak. Tidak tanggung-tanggung, pada tahun 2012 Subak mendapatkan penghargaan dari United Nations Educational, Scientific and Cultural Organization (UNESCO). Yaitu sebagai warisan budaya dunia.",Agrowisata,Gianyar,4.0,"Jl. Raya Tegallalang, Tegallalang, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561",unik tegallalang rice terrace bal adalah guna sistem irigasi tradisional nama subak tanggung tahun 2012 subak harga united nations educational scientific and cultural organization unesco bagai waris budaya dunia agrowisatagianyar
72,Tirta Gangga,"Ada tiga hal utama yang ada di taman Tirta Gangga Karangasem, kebun, kolam air dan patung. Lokasi dari taman Tirta Gangga Karangasem, berada di tengah areal persawahan dan air yang ada di taman ini berasal dari mata air Rejasa. Taman ini masih milik kerajaan Karangasem.",Religius,Karangasem,4.5,"Jalan Raya Abang Desa Adat, Ababi, Kec. Abang, Kabupaten Karangasem, Bali 80852",tiga utama taman tirta gangga karangasem kebun kolam air patung lokasi taman tirta gangga karangasem ada tengah areal sawah air ada di taman asal mata air rejasa taman masih milik raja karangasem religiuskarangasem
73,Waterbom Bali,"Waterbom merupakan sebuah oase di jantung kawasan wisata yang ramai dan merupakan taman air paling populer di Bali.Memiliki berbagai wahana seru juga ramah-anak, taman ini pasti akan dinikmati semua orang.",Rekreasi,Badung,4.5,"Jl. Kartika Plaza, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361",waterbom rupa buah oase jantung kawasan wisata ramai rupa taman air paling populer bal milik bagai wahana seru ramah-anak taman pasti nikmat semua orang rekreasibadung
74,Alas Harum Agro Tourism,Alas Harum Bali merupakan destinasi wisata yang berlatarkan pemandangan alam terbuka nan hijau. Suasana di Alas Harum begitu nyaman dan tenang.,Agrowisata,Gianyar,4.0,"Jl. Raya Tegallalang, Tegallalang, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561",alas harum bal rupa destinasi wisata latar pandang alam buka nan hijau suasana alas harum nyaman tenang agrowisatagianyar
